trajectory_mode,effect_size,cell_id,phase,configuration,n_replicates,n_recorded,n_available,mean_eigengap,sd_eigengap,q25_eigengap,median_eigengap,q75_eigengap,min_eigengap,max_eigengap
none,,type_i_baseline-253f1c4ad4c0,type_i_baseline,pooled,100,100,100,0.05177880630774477,0.027637117129699032,0.029352815738538374,0.0468139933328294,0.06901313614140235,0.00907021724285445,0.12955628890442789
orientation,0.25,power_design-1c7c6cfddda7,power_design,A,100,100,100,0.059646337119891105,0.03138588287013604,0.03694142850011735,0.05523771492190263,0.07968704465565295,0.005895941616617217,0.15611520658692313
orientation,0.25,power_design-1c7c6cfddda7,power_design,B,100,100,100,0.061828011576272324,0.029149721238385433,0.04021739588538009,0.058077783613234596,0.07577230130744271,0.007860031857468475,0.15673945569473952
orientation,0.25,power_design-1c7c6cfddda7,power_design,pooled,100,100,100,0.047957937941192116,0.028387735691865437,0.02569752814068746,0.044364213683493775,0.06579743787780773,0.004929148812426287,0.1475725592744659
orientation,0.25,power_design-456e9597089a,power_design,A,100,100,100,0.05669190591388809,0.030658813426093858,0.03512075611912692,0.05389705156449137,0.07425242428735324,0.0002551836389584894,0.14942653291066021
orientation,0.25,power_design-456e9597089a,power_design,B,100,100,100,0.05899779639987664,0.029145504184278363,0.03822491716271417,0.05446190045416399,0.0740663693528535,0.006757263924840995,0.15772898666917773
orientation,0.25,power_design-456e9597089a,power_design,pooled,100,100,100,0.04795448669366307,0.028383322250319837,0.02566859380980184,0.04438380630642741,0.06583159679386653,0.004907972072774658,0.14757930611933517
orientation,0.25,power_design-ae9999769870,power_design,A,100,100,100,0.05507657265879302,0.03023456519626002,0.033125268515769565,0.051062328720658745,0.072379312265103,0.0018392463122337,0.15142478711703194
orientation,0.25,power_design-ae9999769870,power_design,B,100,100,100,0.057099945421929456,0.028986667761535342,0.03635888467176361,0.051322779127368184,0.0709089543723788,0.01016609145279107,0.14910340137300937
orientation,0.25,power_design-ae9999769870,power_design,pooled,100,100,100,0.047948922739534626,0.028381572052291002,0.02567274462951019,0.04437066275741189,0.06582968058016893,0.004905128262420733,0.1475668144743586
orientation,0.25,power_design-d9a8cd333a53,power_design,A,100,100,100,0.055568322358616834,0.030664635154621273,0.03211294216768351,0.05216246006189984,0.0759469887791276,0.006217596668124159,0.1422787720280519
orientation,0.25,power_design-d9a8cd333a53,power_design,B,100,100,100,0.05471115233271281,0.029398593792864226,0.02967058385338768,0.05324778402853239,0.0741202338027936,0.005849149642057128,0.16286425232755986
